,Dimensión,Año,CCAA,Unidad Territorial,Tasa total,Dimension total,0-39,40-49,50-59,60-69,+70,Mujer,Hombre,Cerebro,Cervix,Colorectal,Esofago,Estómago,Glándulas salivares,Hígado,Hipofaringe,"Labio, cavidad oral",Laringe,Leucemia,Linfoma Hodgkin,Linfoma No-Hodgkin,Mama,Melanoma de piel,Mesotelioma,Mieloma Multiple,Nasofaringe,Orofaringe,Otros,Otros de piel,Ovario,Páncreas,Pene,Próstata,Pulmón,Riñón,Sarcoma Kaposi,Testículo,Tiroides,Utero,Vagina,Vejiga,Vesicula Biliar,Vulva
600,Mortalidad,2022,Castilla-La Mancha,Guadalajara,195.6,524,9,9,66,100,340,201,323,26,3,69,6,25,1,21,1,7,2,17,0,9,26,1,0,5,1,2,46,4,11,40,0,28,114,14,0,0,0,6,0,17,8,2
601,Mortalidad,2022,Castilla-La Mancha,Toledo,207.32,1477,18,34,128,309,986,535,942,45,6,228,27,40,3,52,2,15,26,48,2,44,81,13,4,27,1,4,97,11,20,112,2,93,306,28,0,0,5,18,0,77,18,4
602,Mortalidad,2022,Cataluña,Barcelona,214.02,12244,150,391,1215,2385,8101,5000,7243,382,70,1618,214,538,23,618,29,138,136,373,22,319,766,114,61,205,20,54,1177,83,232,940,13,587,2490,244,2,6,37,133,6,416,126,36
603,Mortalidad,2022,Cataluña,Girona,221.33,1753,16,47,152,373,1163,681,1071,61,11,225,27,71,3,69,4,22,14,64,3,47,107,16,6,30,4,9,154,9,33,96,1,108,374,39,0,1,6,15,0,85,21,3
604,Mortalidad,2022,Cataluña,Lleida,235.07,1036,6,29,86,203,709,409,626,24,3,161,17,59,1,41,1,9,11,35,2,31,62,13,2,19,1,3,81,7,15,65,2,69,192,24,0,0,1,16,0,37,12,3
605,Mortalidad,2022,Cataluña,Tarragona,224.23,1859,27,55,191,371,1213,718,1140,51,12,296,20,62,2,105,4,16,17,55,3,52,133,25,4,32,3,7,139,10,27,130,2,100,357,41,0,1,3,24,0,90,16,4
606,Mortalidad,2022,Ceuta,Ceuta,163.36,134,3,3,21,33,72,55,78,2,2,16,2,3,0,6,0,2,0,3,0,2,9,0,0,1,0,1,16,0,0,8,0,4,38,3,0,0,1,0,0,6,1,0
607,Mortalidad,2022,Comunitat Valenciana,Alicante/Alacant,232.36,4408,30,134,459,917,2865,1746,2662,116,43,585,80,187,6,178,11,43,48,125,7,110,257,60,18,70,8,21,409,34,87,311,4,213,941,100,0,1,12,45,4,197,38,20
608,Mortalidad,2022,Comunitat Valenciana,Castellón/Castelló,243.8,1439,20,58,164,296,898,535,904,41,7,212,22,75,1,69,2,12,11,46,1,29,79,14,5,18,2,4,136,14,33,97,2,93,272,26,0,0,5,15,1,60,13,6
609,Mortalidad,2022,Comunitat Valenciana,Valencia/València,241.03,6274,56,183,669,1280,4084,2458,3815,154,46,879,108,241,10,291,13,65,60,171,9,135,391,53,29,89,9,25,546,35,93,492,8,358,1364,114,0,5,21,71,4,275,69,22
610,Mortalidad,2022,Extremadura,Badajoz,254.04,1693,10,45,174,369,1093,662,1031,27,9,244,21,89,2,60,3,14,20,49,2,36,105,12,6,24,2,5,158,14,23,122,5,87,386,38,0,1,5,19,1,70,15,5
611,Mortalidad,2022,Extremadura,Cáceres,298.24,1155,10,27,97,233,786,426,729,16,6,182,17,54,1,34,2,9,9,45,1,24,55,6,2,16,1,3,117,7,20,80,2,61,238,32,0,0,3,11,1,64,15,7
612,Mortalidad,2022,Galicia,"Coruña, A",293.65,3284,18,82,280,698,2204,1289,1994,90,19,414,43,135,5,154,9,35,31,84,6,97,169,36,12,63,5,16,338,20,52,209,3,206,699,80,0,1,12,36,2,123,50,11
613,Mortalidad,2022,Galicia,Lugo,352.4,1141,5,19,79,219,815,475,665,37,10,177,17,64,1,50,3,15,12,31,1,31,66,6,3,21,2,5,121,3,19,70,1,65,182,29,0,1,8,15,1,37,17,4
614,Mortalidad,2022,Galicia,Ourense,371.05,1127,8,18,76,185,838,414,713,31,5,162,17,56,2,55,2,13,6,48,1,26,40,5,3,18,1,4,127,9,20,66,0,76,192,32,0,0,5,16,0,61,10,4
615,Mortalidad,2022,Galicia,Pontevedra,286.54,2701,22,65,233,529,1849,1023,1677,88,11,367,58,128,7,130,8,41,29,81,3,65,161,28,8,42,6,15,259,18,37,180,2,157,529,72,0,1,2,30,1,84,27,9
616,Mortalidad,2022,"Madrid, Comunidad de",Madrid,190.14,12823,149,345,1245,2420,8662,5567,7256,391,84,1775,168,589,20,608,24,116,90,457,23,349,818,115,59,228,17,45,1266,87,266,963,11,593,2643,229,2,3,40,125,6,425,141,34
617,Mortalidad,2022,Melilla,Melilla,137.09,116,3,2,20,36,52,49,67,0,0,18,1,4,0,3,0,1,3,4,0,3,11,0,0,2,0,0,10,0,3,4,0,9,24,1,0,0,0,0,0,2,0,1
618,Mortalidad,2022,"Murcia, Región de",Murcia,204.05,3124,35,109,334,615,2028,1208,1916,105,27,419,46,129,5,151,7,32,33,94,5,81,179,38,13,53,5,13,309,23,46,211,0,169,649,60,0,0,9,39,1,121,29,6
619,Mortalidad,2022,"Navarra, Comunidad Foral de",Navarra,251.62,1669,10,41,154,301,1162,673,996,75,4,215,24,82,3,68,4,21,14,36,3,49,88,22,9,34,3,8,149,14,33,116,0,93,337,37,0,0,9,13,0,62,27,3
620,Mortalidad,2022,País Vasco,Araba/Álava,252.54,844,8,26,82,171,554,347,496,25,2,101,13,55,2,42,2,12,6,26,1,24,45,7,5,16,1,4,69,4,16,67,0,48,159,16,0,0,2,9,0,36,11,3
621,Mortalidad,2022,País Vasco,Bizkaia,293.62,3373,25,77,292,653,2324,1378,1995,127,19,420,57,168,7,163,9,44,34,92,5,90,158,29,16,60,6,18,287,28,62,222,0,199,735,68,0,0,9,43,2,120,43,13
622,Mortalidad,2022,País Vasco,Gipuzkoa,265.56,1922,16,51,185,378,1290,791,1131,76,7,241,57,93,4,107,5,25,20,35,2,39,129,23,11,26,3,9,155,21,35,139,0,100,359,61,0,0,6,21,0,69,22,4
623,Mortalidad,2022,"Rioja, La","Rioja, La",249.46,796,4,19,63,164,545,299,497,34,0,118,11,40,1,30,2,9,8,25,1,22,45,5,4,14,1,4,73,3,13,54,0,51,144,14,0,0,3,7,0,36,10,2
